ticket_id,symbol,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,position_size,risk_pts,reward_pts,rr_realized,realized_pnl,is_win,exit_reason,holding_bars,mae_pts,mfe_pts,session_window,htf_bias,sweep_side,sweep_penetration_pips,displacement_ratio,fvg_size_atr,dealing_range_coordinate,planned_rr,atr_14,laya_authorized,laya_regime,laya_grade,laya_probability
400654,XAUUSD,2021-06-03 09:28:00+00:00,2021-06-03 09:29:00+00:00,SHORT,1915.75,1914.36,1916.93,1914.36,22.5,0.86,1.72,1.62,3128.64,1,TP_HIT,1,0.0,16.22,LONDON_OPEN,BEARISH,BUY_SIDE,2.81,3.41,0.47,0.816,2.0,0.92,1,TRENDING_ORDERFLOW,3,0.922
411145,XAUUSD,2021-06-10 16:19:00+00:00,2021-06-10 16:20:00+00:00,LONG,1907.85,1907.49,1907.49,1907.59,22.5,0.03,0.07,-10.88,-805.28,0,SL_HIT,1,11.89,0.0,NY_AM,BULLISH,SELL_SIDE,1.4,1.71,0.2,-0.052,2.0,0.95,1,TRENDING_ORDERFLOW,3,0.941
413660,XAUUSD,2021-06-12 10:14:00+00:00,2021-06-12 10:15:00+00:00,SHORT,1905.46,1899.73,1908.81,1899.73,22.5,3.03,6.05,1.89,12890.65,1,TP_HIT,1,0.0,19.52,LONDON_OPEN,BEARISH,BUY_SIDE,2.8,3.89,0.68,0.714,2.0,1.72,1,TRENDING_ORDERFLOW,3,0.906
416357,XAUUSD,2021-06-14 07:11:00+00:00,2021-06-14 07:12:00+00:00,SHORT,1879.0,1876.64,1880.66,1876.64,22.5,1.34,2.68,1.76,5305.45,1,TP_HIT,1,0.0,14.67,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.08,0.74,0.659,2.0,0.75,1,TRENDING_ORDERFLOW,3,0.887
422155,XAUUSD,2021-06-18 07:49:00+00:00,2021-06-18 07:50:00+00:00,LONG,1812.99,1810.2,1810.2,1817.6,22.5,2.47,4.94,-1.13,-6283.58,0,SL_HIT,1,10.36,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,2.49,3.31,0.31,0.369,2.0,1.18,1,TRENDING_ORDERFLOW,3,0.851
422240,XAUUSD,2021-06-18 09:14:00+00:00,2021-06-18 09:15:00+00:00,LONG,1816.17,1815.47,1815.47,1816.6,17.25,0.38,0.76,-1.86,-1213.56,0,SL_HIT,1,12.93,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,19.6,3.23,1.86,0.153,2.0,0.52,1,NORMAL_EXPANSION,2,0.866
435563,XAUUSD,2021-06-27 15:17:00+00:00,2021-06-27 15:18:00+00:00,SHORT,1795.67,1794.35,1796.81,1794.35,22.5,0.82,1.64,1.6,2960.54,1,TP_HIT,1,0.0,15.45,NY_AM,BEARISH,BUY_SIDE,4.61,2.93,1.86,0.61,2.0,0.4,1,TRENDING_ORDERFLOW,3,0.864
436986,XAUUSD,2021-06-28 15:00:00+00:00,2021-06-28 15:01:00+00:00,LONG,1797.48,1796.04,1796.04,1799.37,15.0,1.11,2.22,-1.29,-2154.3,0,SL_HIT,1,12.99,0.0,NY_AM,BULLISH,SELL_SIDE,5.89,2.45,0.36,0.335,2.0,0.8,1,TRENDING_ORDERFLOW,3,0.814
439480,XAUUSD,2021-06-30 08:34:00+00:00,2021-06-30 08:35:00+00:00,LONG,1777.7,1775.63,1775.63,1780.86,22.5,1.74,3.48,-1.19,-4650.7,0,SL_HIT,1,13.17,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,0.79,1.74,0.27,0.283,2.0,1.07,1,TRENDING_ORDERFLOW,3,0.857
439594,XAUUSD,2021-06-30 10:28:00+00:00,2021-06-30 10:29:00+00:00,LONG,1775.81,1774.28,1774.28,1777.91,15.0,1.21,2.42,-1.27,-2305.49,0,SL_HIT,1,14.87,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,2.4,1.86,1.1,0.377,2.0,0.95,1,TRENDING_ORDERFLOW,3,0.831
445524,XAUUSD,2021-07-04 13:18:00+00:00,2021-07-04 13:19:00+00:00,LONG,1807.22,1805.1,1805.1,1810.5,22.5,1.8,3.6,-1.18,-4785.97,0,SL_HIT,1,14.92,0.0,NY_AM,BULLISH,SELL_SIDE,10.69,3.22,2.71,0.334,2.0,0.41,1,TRENDING_ORDERFLOW,3,0.877
447127,XAUUSD,2021-07-05 16:01:00+00:00,2021-07-05 16:02:00+00:00,LONG,1808.31,1805.84,1805.84,1812.26,17.25,2.14,4.28,-1.15,-4249.04,0,SL_HIT,1,14.62,0.0,NY_AM,BULLISH,SELL_SIDE,0.1,2.36,3.49,0.498,2.0,0.59,1,NORMAL_EXPANSION,2,0.869
455704,XAUUSD,2021-07-11 14:58:00+00:00,2021-07-11 14:59:00+00:00,SHORT,1827.97,1827.04,1828.93,1827.04,17.25,0.63,1.26,1.48,1613.91,1,TP_HIT,1,0.0,15.77,NY_AM,BEARISH,BUY_SIDE,0.21,4.43,2.57,0.504,2.0,0.14,1,NORMAL_EXPANSION,2,0.906
456793,XAUUSD,2021-07-12 09:07:00+00:00,2021-07-12 09:08:00+00:00,LONG,1826.42,1825.8,1825.8,1826.68,22.5,0.29,0.59,-2.11,-1392.21,0,SL_HIT,1,15.4,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,0.29,1.88,3.38,0.195,2.0,0.49,1,TRENDING_ORDERFLOW,3,0.947
457148,XAUUSD,2021-07-12 15:02:00+00:00,2021-07-12 15:03:00+00:00,SHORT,1820.29,1815.79,1823.03,1815.79,17.25,2.41,4.83,1.87,7769.9,1,TP_HIT,1,0.0,18.19,NY_AM,BEARISH,BUY_SIDE,0.0,1.56,0.9,0.56,2.0,0.77,1,TRENDING_ORDERFLOW,2,0.8
458219,XAUUSD,2021-07-13 08:53:00+00:00,2021-07-13 08:54:00+00:00,LONG,1825.53,1824.71,1824.71,1826.18,22.5,0.49,0.98,-1.66,-1832.5,0,SL_HIT,1,12.15,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,1.59,6.68,0.42,0.074,2.0,0.53,1,TRENDING_ORDERFLOW,3,0.964
459606,XAUUSD,2021-07-14 08:00:00+00:00,2021-07-14 08:01:00+00:00,LONG,1831.77,1830.48,1830.48,1833.38,17.25,0.97,1.93,-1.34,-2226.1,0,SL_HIT,1,15.72,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,3.69,2.27,1.53,0.406,2.0,0.57,1,TRENDING_ORDERFLOW,2,0.833
459682,XAUUSD,2021-07-14 09:16:00+00:00,2021-07-14 09:17:00+00:00,LONG,1833.98,1831.12,1831.12,1838.71,15.0,2.53,5.06,-1.13,-4283.89,0,SL_HIT,1,14.08,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,7.0,2.31,0.88,0.343,2.0,1.87,1,TRENDING_ORDERFLOW,3,0.815
461157,XAUUSD,2021-07-15 09:51:00+00:00,2021-07-15 09:52:00+00:00,LONG,1849.55,1847.38,1847.38,1852.91,17.25,1.85,3.69,-1.18,-3743.68,0,SL_HIT,1,14.25,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,7.2,3.5,1.76,0.441,2.0,0.63,1,TRENDING_ORDERFLOW,2,0.833
466824,XAUUSD,2021-07-19 08:18:00+00:00,2021-07-19 08:19:00+00:00,SHORT,1825.93,1820.47,1829.14,1820.47,22.5,2.89,5.78,1.89,12277.32,1,TP_HIT,1,0.0,19.5,LONDON_OPEN,BEARISH,BUY_SIDE,1.31,6.88,0.51,0.656,2.0,0.61,1,TRENDING_ORDERFLOW,3,0.913
467233,XAUUSD,2021-07-19 15:07:00+00:00,2021-07-19 15:08:00+00:00,SHORT,1831.18,1825.93,1834.29,1825.93,17.25,2.79,5.57,1.88,9053.52,1,TP_HIT,1,0.0,18.91,NY_AM,BEARISH,BUY_SIDE,0.1,2.95,0.19,0.597,2.0,1.25,1,TRENDING_ORDERFLOW,2,0.84
468246,XAUUSD,2021-07-20 08:00:00+00:00,2021-07-20 08:01:00+00:00,SHORT,1839.13,1834.89,1841.74,1834.89,17.25,2.28,4.56,1.86,7313.65,1,TP_HIT,1,0.0,17.06,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.07,0.71,0.546,2.0,0.42,1,NORMAL_EXPANSION,2,0.866
469802,XAUUSD,2021-07-21 09:56:00+00:00,2021-07-21 09:57:00+00:00,LONG,1827.6,1826.6,1826.6,1828.6,22.5,0.67,1.33,-1.49,-2230.52,0,SL_HIT,1,18.84,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,1.39,1.58,0.67,0.189,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.897
472994,XAUUSD,2021-07-23 15:08:00+00:00,2021-07-23 15:09:00+00:00,LONG,1816.63,1814.9,1814.9,1819.13,22.5,1.41,2.82,-1.23,-3906.94,0,SL_HIT,1,12.63,0.0,NY_AM,BULLISH,SELL_SIDE,0.99,5.15,0.27,0.078,2.0,1.28,1,TRENDING_ORDERFLOW,3,0.964
473053,XAUUSD,2021-07-23 16:07:00+00:00,2021-07-23 16:08:00+00:00,LONG,1819.41,1817.71,1817.71,1821.84,22.5,1.38,2.75,-1.24,-3828.61,0,SL_HIT,1,12.14,0.0,NY_AM,BULLISH,SELL_SIDE,3.8,4.43,0.4,0.19,2.0,0.91,1,TRENDING_ORDERFLOW,3,0.931
475468,XAUUSD,2021-07-25 08:22:00+00:00,2021-07-25 08:23:00+00:00,LONG,1824.09,1822.09,1822.09,1827.12,17.25,1.68,3.35,-1.19,-3453.9,0,SL_HIT,1,16.35,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,0.1,4.8,2.67,0.429,2.0,0.45,1,TRENDING_ORDERFLOW,2,0.932
475765,XAUUSD,2021-07-25 13:19:00+00:00,2021-07-25 13:20:00+00:00,SHORT,1827.54,1825.71,1828.95,1825.71,22.5,1.08,2.16,1.7,4121.92,1,TP_HIT,1,0.0,17.85,NY_AM,BEARISH,BUY_SIDE,0.31,5.93,2.55,0.696,2.0,0.39,1,TRENDING_ORDERFLOW,3,0.956
476959,XAUUSD,2021-07-26 09:13:00+00:00,2021-07-26 09:14:00+00:00,SHORT,1832.94,1831.37,1834.22,1831.37,22.5,0.95,1.9,1.66,3532.78,1,TP_HIT,1,0.0,17.51,LONDON_OPEN,BEARISH,BUY_SIDE,1.8,4.64,0.2,0.705,2.0,0.45,1,TRENDING_ORDERFLOW,3,0.912
477312,XAUUSD,2021-07-26 15:06:00+00:00,2021-07-26 15:07:00+00:00,SHORT,1826.64,1824.79,1828.05,1824.79,17.25,1.08,2.17,1.7,3179.7,1,TP_HIT,1,0.0,15.66,NY_AM,BEARISH,BUY_SIDE,0.01,2.47,0.89,0.51,2.0,0.43,1,NORMAL_EXPANSION,2,0.804
478369,XAUUSD,2021-07-27 08:43:00+00:00,2021-07-27 08:44:00+00:00,LONG,1819.0,1818.1,1818.1,1819.84,22.5,0.58,1.16,-1.56,-2039.9,0,SL_HIT,1,14.66,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,8.89,2.91,0.53,0.165,2.0,0.81,1,TRENDING_ORDERFLOW,3,0.888
481166,XAUUSD,2021-07-29 07:20:00+00:00,2021-07-29 07:21:00+00:00,SHORT,1835.54,1835.27,1836.16,1835.27,22.5,0.3,0.59,0.9,598.43,1,TP_HIT,1,0.0,16.37,LONDON_OPEN,BEARISH,BUY_SIDE,6.3,3.08,0.81,0.792,2.0,0.31,1,TRENDING_ORDERFLOW,3,0.898
482629,XAUUSD,2021-07-30 07:43:00+00:00,2021-07-30 07:44:00+00:00,LONG,1851.69,1850.7,1850.7,1852.7,22.5,0.67,1.33,-1.49,-2229.95,0,SL_HIT,1,15.85,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,2.7,1.83,1.28,0.231,2.0,0.24,1,TRENDING_ORDERFLOW,3,0.895
484089,XAUUSD,2021-07-31 08:03:00+00:00,2021-07-31 08:04:00+00:00,SHORT,1834.69,1834.14,1835.46,1834.14,17.25,0.44,0.88,1.26,948.87,1,TP_HIT,1,0.0,15.91,LONDON_OPEN,BEARISH,BUY_SIDE,0.51,2.09,1.34,0.57,2.0,0.25,1,TRENDING_ORDERFLOW,2,0.836
484216,XAUUSD,2021-07-31 10:10:00+00:00,2021-07-31 10:11:00+00:00,SHORT,1837.41,1836.7,1838.25,1836.7,22.5,0.52,1.04,1.37,1599.03,1,TP_HIT,1,0.0,17.15,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.74,1.19,0.762,2.0,0.39,1,TRENDING_ORDERFLOW,3,0.922
484486,XAUUSD,2021-07-31 14:40:00+00:00,2021-07-31 14:41:00+00:00,SHORT,1835.54,1834.96,1836.31,1834.96,22.5,0.45,0.91,1.28,1305.69,1,TP_HIT,1,0.0,15.81,NY_AM,BEARISH,BUY_SIDE,1.51,4.71,0.46,0.71,2.0,0.22,1,TRENDING_ORDERFLOW,3,0.921
489789,XAUUSD,2021-08-04 07:03:00+00:00,2021-08-04 07:04:00+00:00,SHORT,1834.27,1833.12,1835.34,1833.12,22.5,0.74,1.47,1.56,2586.45,1,TP_HIT,1,0.0,17.64,LONDON_OPEN,BEARISH,BUY_SIDE,0.21,4.3,2.76,0.62,2.0,0.25,1,TRENDING_ORDERFLOW,3,0.937
494123,XAUUSD,2021-08-07 07:17:00+00:00,2021-08-07 07:18:00+00:00,SHORT,1787.93,1788.19,1788.28,1788.19,22.5,0.03,0.06,-8.73,-594.9,0,TP_HIT,1,0.0,16.92,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.11,0.56,1.029,2.0,0.34,1,TRENDING_ORDERFLOW,3,0.954
498582,XAUUSD,2021-08-10 09:36:00+00:00,2021-08-10 09:37:00+00:00,SHORT,1756.37,1754.99,1757.54,1754.99,17.25,0.85,1.7,1.62,2370.16,1,TP_HIT,1,0.0,17.17,LONDON_OPEN,BEARISH,BUY_SIDE,0.1,1.83,1.68,0.521,2.0,0.46,1,NORMAL_EXPANSION,2,0.818
500327,XAUUSD,2021-08-11 14:41:00+00:00,2021-08-11 14:42:00+00:00,LONG,1764.48,1763.72,1763.72,1765.01,22.5,0.43,0.86,-1.75,-1701.88,0,SL_HIT,1,14.88,0.0,NY_AM,BULLISH,SELL_SIDE,1.19,3.36,0.25,0.184,2.0,0.48,1,TRENDING_ORDERFLOW,3,0.924
501776,XAUUSD,2021-08-12 14:50:00+00:00,2021-08-12 14:51:00+00:00,LONG,1765.87,1763.11,1763.11,1770.41,22.5,2.44,4.87,-1.13,-6211.17,0,SL_HIT,1,14.05,0.0,NY_AM,BULLISH,SELL_SIDE,4.6,4.6,0.5,0.234,2.0,1.57,1,TRENDING_ORDERFLOW,3,0.921
505536,XAUUSD,2021-08-15 10:00:00+00:00,2021-08-15 10:01:00+00:00,LONG,1791.64,1790.01,1790.01,1793.94,22.5,1.31,2.62,-1.25,-3682.03,0,SL_HIT,1,13.52,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,6.7,5.03,0.61,0.243,2.0,0.74,1,TRENDING_ORDERFLOW,3,0.918
506992,XAUUSD,2021-08-16 10:16:00+00:00,2021-08-16 10:17:00+00:00,SHORT,1795.79,1788.89,1799.73,1788.89,22.5,3.61,7.23,1.91,15534.46,1,TP_HIT,1,0.0,21.75,LONDON_OPEN,BEARISH,BUY_SIDE,5.11,1.81,1.1,0.783,2.0,1.63,1,TRENDING_ORDERFLOW,3,0.88
512705,XAUUSD,2021-08-20 09:29:00+00:00,2021-08-20 09:30:00+00:00,LONG,1803.86,1803.09,1803.09,1804.42,17.25,0.44,0.89,-1.73,-1326.43,0,SL_HIT,1,16.94,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,0.7,1.89,1.55,0.421,2.0,0.29,1,TRENDING_ORDERFLOW,2,0.84
515849,XAUUSD,2021-08-22 13:53:00+00:00,2021-08-22 13:54:00+00:00,LONG,1797.76,1796.71,1796.71,1798.88,22.5,0.72,1.44,-1.45,-2356.44,0,SL_HIT,1,17.22,0.0,NY_AM,BULLISH,SELL_SIDE,0.1,1.85,0.23,0.275,2.0,0.75,1,TRENDING_ORDERFLOW,3,0.868
517392,XAUUSD,2021-08-23 15:36:00+00:00,2021-08-23 15:37:00+00:00,SHORT,1823.52,1821.51,1825.01,1821.51,22.5,1.17,2.34,1.72,4527.66,1,TP_HIT,1,0.0,18.38,NY_AM,BEARISH,BUY_SIDE,0.01,2.31,0.74,0.869,2.0,1.26,1,TRENDING_ORDERFLOW,3,0.934
517401,XAUUSD,2021-08-23 15:45:00+00:00,2021-08-23 15:46:00+00:00,LONG,1822.29,1821.18,1821.18,1823.53,22.5,0.78,1.57,-1.42,-2492.09,0,SL_HIT,1,14.69,0.0,NY_AM,BULLISH,SELL_SIDE,6.8,2.19,0.16,0.143,2.0,1.48,1,TRENDING_ORDERFLOW,3,0.882
518686,XAUUSD,2021-08-24 13:10:00+00:00,2021-08-24 13:11:00+00:00,SHORT,1826.6,1825.9,1827.44,1825.9,22.5,0.51,1.02,1.36,1568.79,1,TP_HIT,1,0.0,17.04,NY_AM,BEARISH,BUY_SIDE,0.0,2.06,0.21,0.754,2.0,0.48,1,TRENDING_ORDERFLOW,3,0.885
520196,XAUUSD,2021-08-25 14:20:00+00:00,2021-08-25 14:21:00+00:00,LONG,1808.82,1808.02,1808.02,1809.45,22.5,0.48,0.95,-1.68,-1800.12,0,SL_HIT,1,15.29,0.0,NY_AM,BULLISH,SELL_SIDE,0.1,7.06,0.8,0.102,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.967
521199,XAUUSD,2021-08-26 07:03:00+00:00,2021-08-26 07:04:00+00:00,SHORT,1805.89,1799.56,1809.54,1799.56,17.25,3.32,6.65,1.9,10910.33,1,TP_HIT,1,0.0,19.89,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,6.58,0.42,0.537,2.0,0.57,1,NORMAL_EXPANSION,2,0.878
522805,XAUUSD,2021-08-27 09:49:00+00:00,2021-08-27 09:50:00+00:00,SHORT,1814.18,1812.42,1815.55,1812.42,17.25,1.04,2.08,1.69,3034.13,1,TP_HIT,1,0.0,18.18,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,3.5,0.5,2.0,0.29,1,NORMAL_EXPANSION,2,0.896
524526,XAUUSD,2021-08-28 14:30:00+00:00,2021-08-28 14:31:00+00:00,LONG,1836.89,1834.45,1834.45,1840.78,22.5,2.11,4.21,-1.15,-5473.01,0,SL_HIT,1,13.89,0.0,NY_AM,BULLISH,SELL_SIDE,9.99,4.2,1.4,0.333,2.0,0.71,1,TRENDING_ORDERFLOW,3,0.87
525588,XAUUSD,2021-08-29 08:12:00+00:00,2021-08-29 08:13:00+00:00,SHORT,1835.27,1833.49,1836.65,1833.49,22.5,1.05,2.11,1.69,4007.13,1,TP_HIT,1,0.0,18.27,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.8,2.8,0.667,2.0,0.36,1,TRENDING_ORDERFLOW,3,0.928
535633,XAUUSD,2021-09-05 07:37:00+00:00,2021-09-05 07:38:00+00:00,SHORT,1842.61,1840.76,1844.02,1840.76,17.25,1.08,2.17,1.7,3182.21,1,TP_HIT,1,0.0,18.61,LONDON_OPEN,BEARISH,BUY_SIDE,0.02,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.806
535676,XAUUSD,2021-09-05 08:20:00+00:00,2021-09-05 08:21:00+00:00,LONG,1846.26,1840.61,1840.61,1856.58,15.0,5.32,10.64,-1.06,-8470.46,0,SL_HIT,1,18.26,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,3.74,1.4,0.357,2.0,2.14,1,TRENDING_ORDERFLOW,3,0.847
542822,XAUUSD,2021-09-10 07:26:00+00:00,2021-09-10 07:27:00+00:00,LONG,1818.5,1817.01,1817.01,1820.5,22.5,1.16,2.32,-1.28,-3342.94,0,SL_HIT,1,18.5,0.0,LONDON_OPEN,BULLISH,SELL_SIDE,10.0,2.8,0.93,0.25,2.0,1.07,1,TRENDING_ORDERFLOW,3,0.854
551514,XAUUSD,2021-09-16 08:18:00+00:00,2021-09-16 08:19:00+00:00,SHORT,1811.14,1809.27,1812.56,1809.27,22.5,1.1,2.19,1.7,4201.64,1,TP_HIT,1,0.0,21.14,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,4.67,1.56,0.75,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.951
554325,XAUUSD,2021-09-18 07:09:00+00:00,2021-09-18 07:10:00+00:00,SHORT,1783.24,1783.39,1783.64,1783.39,22.5,0.08,0.17,-1.83,-349.29,0,TP_HIT,1,0.0,20.24,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,1.75,1.0,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.975
554361,XAUUSD,2021-09-18 07:45:00+00:00,2021-09-18 07:46:00+00:00,SHORT,1783.24,1779.39,1785.65,1779.39,17.25,2.09,4.17,1.84,6633.83,1,TP_HIT,1,0.0,23.24,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.5,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.862
563017,XAUUSD,2021-09-24 08:01:00+00:00,2021-09-24 08:02:00+00:00,SHORT,1780.53,1776.59,1782.98,1776.59,17.25,2.13,4.26,1.85,6782.72,1,TP_HIT,1,0.0,20.53,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.33,1.17,0.5,2.0,0.86,1,NORMAL_EXPANSION,2,0.804
564861,XAUUSD,2021-09-25 14:45:00+00:00,2021-09-25 14:46:00+00:00,SHORT,1772.59,1770.76,1773.99,1770.76,22.5,1.07,2.15,1.7,4105.36,1,TP_HIT,1,0.0,19.59,NY_AM,BEARISH,BUY_SIDE,0.01,2.0,2.0,0.75,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.922
567366,XAUUSD,2021-09-27 08:30:00+00:00,2021-09-27 08:31:00+00:00,SHORT,1778.67,1774.83,1781.08,1774.83,22.5,2.09,4.17,1.84,8652.82,1,TP_HIT,1,0.0,21.67,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,5.25,1.75,0.6,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.927
568720,XAUUSD,2021-09-28 07:04:00+00:00,2021-09-28 07:05:00+00:00,SHORT,1767.72,1761.76,1771.18,1761.76,17.25,3.14,6.28,1.9,10269.34,1,TP_HIT,1,0.0,22.72,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,2.15,2.15,0.5,2.0,0.93,1,NORMAL_EXPANSION,2,0.835
569083,XAUUSD,2021-09-28 13:07:00+00:00,2021-09-28 13:08:00+00:00,LONG,1760.38,1758.97,1758.97,1762.23,22.5,1.09,2.17,-1.3,-3176.0,0,SL_HIT,1,17.38,0.0,NY_AM,BULLISH,SELL_SIDE,9.99,5.25,1.75,0.25,2.0,0.57,1,TRENDING_ORDERFLOW,3,0.923
570450,XAUUSD,2021-09-29 13:54:00+00:00,2021-09-29 13:55:00+00:00,SHORT,1763.77,1761.95,1765.17,1761.95,17.25,1.07,2.15,1.7,3148.02,1,TP_HIT,1,0.0,18.77,NY_AM,BEARISH,BUY_SIDE,0.01,2.0,2.0,0.5,2.0,0.5,1,NORMAL_EXPANSION,2,0.825
573017,XAUUSD,2021-10-01 08:41:00+00:00,2021-10-01 08:42:00+00:00,SHORT,1779.86,1775.99,1782.28,1775.99,22.5,2.1,4.19,1.84,8702.55,1,TP_HIT,1,0.0,20.86,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,4.67,1.56,0.6,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.918
574726,XAUUSD,2021-10-02 13:10:00+00:00,2021-10-02 13:11:00+00:00,SHORT,1783.92,1782.05,1785.34,1782.05,22.5,1.1,2.19,1.7,4202.54,1,TP_HIT,1,0.0,19.92,NY_AM,BEARISH,BUY_SIDE,0.01,1.56,1.56,0.75,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.904
577317,XAUUSD,2021-10-04 08:21:00+00:00,2021-10-04 08:22:00+00:00,SHORT,1781.0,1777.09,1783.45,1777.09,22.5,2.12,4.24,1.85,8798.82,1,TP_HIT,1,0.0,24.0,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,6.36,1.27,0.714,2.0,0.79,1,TRENDING_ORDERFLOW,3,0.945
579100,XAUUSD,2021-10-05 14:04:00+00:00,2021-10-05 14:05:00+00:00,SHORT,1780.06,1776.24,1782.46,1776.24,17.25,2.07,4.15,1.84,6596.87,1,TP_HIT,1,0.0,21.06,NY_AM,BEARISH,BUY_SIDE,0.01,4.0,2.0,0.5,2.0,0.5,1,NORMAL_EXPANSION,2,0.882
583172,XAUUSD,2021-10-08 09:56:00+00:00,2021-10-08 09:57:00+00:00,SHORT,1780.2,1778.38,1781.6,1778.38,22.5,1.07,2.15,1.7,4102.8,1,TP_HIT,1,0.0,18.2,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,2.0,2.0,0.667,2.0,0.5,1,TRENDING_ORDERFLOW,3,0.897
584467,XAUUSD,2021-10-09 07:31:00+00:00,2021-10-09 07:32:00+00:00,SHORT,1782.24,1778.46,1784.62,1778.46,17.25,2.05,4.11,1.84,6521.09,1,TP_HIT,1,0.0,21.24,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,5.6,2.8,0.5,2.0,0.36,1,NORMAL_EXPANSION,2,0.92
596361,XAUUSD,2021-10-17 13:45:00+00:00,2021-10-17 13:46:00+00:00,SHORT,1791.64,1789.86,1793.02,1789.86,22.5,1.05,2.11,1.69,4007.13,1,TP_HIT,1,0.0,21.64,NY_AM,BEARISH,BUY_SIDE,10.01,5.6,2.8,0.667,2.0,0.36,1,TRENDING_ORDERFLOW,3,0.92
597596,XAUUSD,2021-10-18 10:20:00+00:00,2021-10-18 10:21:00+00:00,SHORT,1787.68,1783.84,1790.09,1783.84,17.25,2.09,4.17,1.84,6634.87,1,TP_HIT,1,0.0,20.68,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,1.75,1.75,0.5,2.0,0.57,1,NORMAL_EXPANSION,2,0.806
599366,XAUUSD,2021-10-19 15:50:00+00:00,2021-10-19 15:51:00+00:00,SHORT,1796.74,1790.75,1800.23,1790.75,22.5,3.16,6.32,1.9,13488.21,1,TP_HIT,1,0.0,23.74,NY_AM,BEARISH,BUY_SIDE,0.0,2.8,0.93,0.625,2.0,1.07,1,TRENDING_ORDERFLOW,3,0.872
601906,XAUUSD,2021-10-21 10:10:00+00:00,2021-10-21 10:11:00+00:00,SHORT,1809.83,1803.88,1813.29,1803.88,17.25,3.14,6.28,1.9,10266.68,1,TP_HIT,1,0.0,20.83,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,3.23,1.08,0.5,2.0,0.93,1,NORMAL_EXPANSION,2,0.832
609055,XAUUSD,2021-10-26 09:19:00+00:00,2021-10-26 09:20:00+00:00,SHORT,1828.07,1824.2,1830.49,1824.2,22.5,2.1,4.19,1.84,8700.73,1,TP_HIT,1,0.0,26.07,LONDON_OPEN,BEARISH,BUY_SIDE,0.01,3.11,1.56,0.6,2.0,0.64,1,TRENDING_ORDERFLOW,3,0.887
611921,XAUUSD,2021-10-28 09:05:00+00:00,2021-10-28 09:06:00+00:00,SHORT,1825.16,1815.0,1830.73,1815.0,17.25,5.25,10.49,1.94,17538.86,1,TP_HIT,1,0.0,22.16,LONDON_OPEN,BEARISH,BUY_SIDE,0.0,1.83,2.43,0.5,2.0,1.64,1,NORMAL_EXPANSION,2,0.835
